Player,Mat,Inn,Overs,Mdns,Runs,Wkts,Ave,Econ,4w,5w,SR
Liam Bowe,4,4,12,0,115,4,28.75,9.58,0,0,18
Steve O'Keefe,4,3,11,0,72,0,0,6.55,0,0,0
William Somerville,3,3,10,0,76,0,0,7.6,0,0,0
Andrew Fekete,3,3,10.5,0,94,1,94,9.56,0,0,59
Colin Ingram,12,7,8,0,76,0,0,9.5,0,0,0
Scott Boland,3,3,8,0,92,1,92,11.5,0,0,48
Kieron Pollard,4,4,7,0,70,4,17.5,10,0,0,10.5
Doug Bollinger,2,2,7,0,65,1,65,9.29,0,0,42
Glenn Maxwell,9,4,6,0,53,1,53,8.83,0,0,36
Riley Meredith,2,2,6,0,63,1,63,10.5,0,0,36
Jon Holland,4,3,6,0,55,1,55,9.17,0,0,36
Daniel Fallins,2,2,5,0,44,0,0,8.8,0,0,0
Cameron Gannon,3,2,5,0,50,1,50,10,0,0,30
Joe Burns,7,4,4,0,24,1,24,6,0,0,24
Joe Mennie,1,1,4,0,21,1,21,5.25,0,0,24
Jackson Bird,1,1,4,0,31,1,31,7.75,0,0,24
Liam O'Connor,1,1,4,0,27,0,0,6.75,0,0,0
Moises Henriques,6,2,4,0,39,2,19.5,9.75,0,0,12
James Muirhead,2,2,4,0,30,1,30,7.5,0,0,24
Simon Milenko,9,4,4,0,60,0,0,15,0,0,0
Joe Denly,4,2,4,0,23,1,23,5.75,0,0,24
Mitchell Marsh,1,1,4,0,53,0,0,13.25,0,0,0
William Bosisto,4,2,3,0,28,1,28,9.33,0,0,18
Mickey Edwards,1,1,3,0,31,0,0,10.33,0,0,0
Wes Agar,1,1,3,0,26,0,0,8.67,0,0,0
Aaron Summers,1,1,3,0,31,0,0,10.33,0,0,0
Ben Dunk,10,1,2,0,19,1,19,9.5,0,0,12
Adam Voges,10,1,2,0,23,0,0,11.5,0,0,0
Marnus Labuschagne,3,1,1,0,5,0,0,5,0,0,0
Hilton Cartwright,11,1,1,0,8,0,0,8,0,0,0
Aaron Finch,6,1,1,0,5,0,0,5,0,0,0
Jason Floros,1,1,1,0,7,0,0,7,0,0,0
Nic Maddinson,10,1,1,0,14,0,0,14,0,0,0
Andrew Tye,10,10,38.2,0,274,10,27.4,7.15,1,0,23
Sean Abbott,10,10,37,0,323,20,16.15,8.73,1,1,11.1
Ben Dwarshuis,10,10,36,0,308,13,23.69,8.56,0,0,16.62
Mark Steketee,9,9,35,0,265,15,17.67,7.57,0,0,14
Scott Boland,9,9,34.1,0,286,14,20.43,8.37,1,0,14.64
Mitch Swepson,9,9,34,0,255,12,21.25,7.5,0,0,17
Mitchell Johnson,9,9,34,3,201,13,15.46,5.91,0,0,15.69
Johan Botha,10,10,34.5,0,258,6,43,7.63,0,0,33.83
Michael Beer,9,9,33.5,0,238,6,39.67,7.25,0,0,32.83
Ben Cutting,9,9,33.5,0,326,9,36.22,9.93,0,0,21.89
Sunil Narine,8,8,32,0,250,13,19.23,7.81,0,0,14.77
Brad Hogg,8,8,32,0,231,8,28.88,7.22,0,0,24
Ben Hilfenhaus,9,9,31,0,249,12,20.75,8.03,0,0,15.5
Stuart Broad,8,8,30.3,0,243,8,30.38,8.24,0,0,22.13
Fawad Ahmed,8,8,29,0,197,9,21.89,6.79,1,0,19.33
Chris Green,8,8,29,0,197,7,28.14,6.79,0,0,24.86
Jack Wildermuth,9,9,29.5,0,268,9,29.78,9.29,0,0,19.22
Ashton Agar,9,9,28,0,215,3,71.67,7.68,0,0,56
Cameron Boyce,8,8,26.1,0,239,6,39.83,9.13,0,0,26.17
Jhye Richardson,8,8,26,0,222,11,20.18,8.54,0,0,14.18
Liam O'Connor,7,7,24,0,184,4,46,7.67,0,0,36
Patrick Cummins,6,6,23,0,212,7,30.29,9.22,0,0,19.71
Clint McKay,7,7,22,0,198,4,49.5,9,0,0,33
Ben Laughlin,7,7,22,0,134,9,14.89,6.09,0,0,14.67
Samuel Badree,5,5,20,1,130,5,26,6.5,0,0,24
Adam Zampa,5,5,19,0,123,5,24.6,6.47,0,0,22.8
Tim Bresnan,5,5,19,0,138,9,15.33,7.26,0,0,12.67
Daniel Christian,8,5,18,0,134,9,14.89,7.44,0,1,12
Shane Watson,6,5,18,0,129,7,18.43,7.17,0,0,15.43
Chris Tremain,5,5,18,0,148,2,74,8.22,0,0,54
Clive Rose,7,7,18,0,143,4,35.75,7.94,0,0,27
Marcus Stoinis,7,7,18,0,149,3,49.67,8.28,0,0,36
Chris Jordan,5,5,17,0,158,9,17.56,9.29,0,0,11.33
Nathan Lyon,5,5,17,0,113,7,16.14,6.65,1,0,14.57
Andre Russell,5,5,17.4,0,142,3,47.33,8.52,0,0,33.33
Michael Neser,6,6,16.1,1,141,5,28.2,8.72,0,0,19.4
Jackson Bird,5,5,16,0,161,1,161,10.06,0,0,96
James Pattinson,5,5,16.3,0,194,4,48.5,12.52,0,0,23.25
Billy Stanlake,4,4,15.2,0,107,6,17.83,6.98,0,0,15.33
Thisara Perera,4,4,15,0,137,8,17.13,9.13,1,0,11.25
Tom Cooper,8,8,15,0,117,5,23.4,7.8,0,0,18
Kieron Pollard,8,7,15,0,133,7,19,8.87,0,0,12.86
David Willey,5,5,15,0,96,7,13.71,6.4,0,0,12.86
Ashton Turner,10,8,14,0,105,5,21,7.5,0,0,16.8
Doug Bollinger,4,4,13,0,130,4,32.5,10,0,0,19.5
Shaun Tait,4,4,12.2,0,154,4,38.5,12.49,0,0,18.5
Mitchell Marsh,5,5,12,0,110,3,36.67,9.17,0,0,24
Steve O'Keefe,3,3,12,0,70,3,23.33,5.83,0,0,24
James Faulkner,4,4,12,0,89,1,89,7.42,0,0,72
Ish Sodhi,3,3,12.3,0,70,9,7.78,6.09,0,1,7.67
Carlos Brathwaite,3,3,11,0,85,6,14.17,7.73,0,0,11
Nathan Rimmington,4,4,10,0,106,4,26.5,10.6,0,0,15
Evan Gulbis,5,5,10,0,73,3,24.33,7.3,0,0,20
William Somerville,3,3,10,0,67,3,22.33,6.7,0,0,20
Hamish Kingston,4,4,10,0,111,3,37,11.1,0,0,20
Nick Buchanan,3,3,9,0,92,4,23,10.22,0,0,13.5
Tymal Mills,2,2,8,0,50,1,50,6.25,0,0,48
D'Arcy Short,8,5,7.2,0,87,2,43.5,11.86,0,0,22
Kane Richardson,2,2,7,0,75,2,37.5,10.71,0,0,21
Travis Head,5,3,7,0,41,3,13.67,5.86,0,0,14
Liam Bowe,2,2,7,0,56,2,28,8,0,0,21
Trent Lawford,2,2,6,0,63,1,63,10.5,0,0,36
Beau Webster,5,2,6,0,48,0,0,8,0,0,0
Wes Agar,2,2,5,0,69,0,0,13.8,0,0,0
Dwayne Bravo,2,2,5,0,41,2,20.5,8.2,0,0,15
Gurinder Sandhu,2,2,5,0,55,0,0,11,0,0,0
Jake Reed,2,2,5,0,67,2,33.5,13.4,0,0,15
Tom Andrews,2,2,5,0,40,0,0,8,0,0,0
Jason Floros,3,3,5,0,60,0,0,12,0,0,0
Daniel Worrall,1,1,4,0,40,1,40,10,0,0,24
Marnus Labuschagne,3,3,4,0,54,1,54,13.5,0,0,24
Henry Thornton,1,1,4,0,40,1,40,10,0,0,24
Simon Milenko,1,1,4,0,50,2,25,12.5,0,0,12
Arjun Nair,3,3,4,0,37,0,0,9.25,0,0,0
Glenn Maxwell,4,3,4,0,37,1,37,9.25,0,0,24
Sam Rainbird,1,1,3,0,37,0,0,12.33,0,0,0
Joe Mennie,2,2,3,1,36,2,18,12,0,0,9
Xavier Doherty,1,1,3,0,30,0,0,10,0,0,0
Moises Henriques,10,2,3,0,20,1,20,6.67,0,0,18
Joe Burns,9,2,3,0,27,1,27,9,0,0,18
Adam Voges,7,2,3,0,20,1,20,6.67,0,0,18
Jake Lehmann,4,2,2,0,16,1,16,8,0,0,12
Aaron Finch,8,1,2,0,17,1,17,8.5,0,0,12
Cameron Stevenson,1,1,2,0,21,1,21,10.5,0,0,12
Ben Dunk,8,1,2,0,20,1,20,10,0,0,12
Cameron Gannon,1,1,2,0,26,0,0,13,0,0,0
Nic Maddinson,7,1,1,0,9,0,0,9,0,0,0
Matthew Short,1,1,1,0,6,0,0,6,0,0,0
Kelvin Smith,1,1,1,0,7,0,0,7,0,0,0
Brad Hodge,8,1,1,0,8,0,0,8,0,0,0
Andre Russell,10,10,39,1,302,16,18.88,7.74,0,0,14.63
Adam Zampa,10,10,38,0,270,12,22.5,7.11,0,0,19
David Willey,9,9,35,1,255,10,25.5,7.29,0,0,21
Adil Rashid,9,9,35.4,0,226,16,14.13,6.52,0,0,13
Brad Hogg,9,9,34,0,239,6,39.83,7.03,0,0,34
Clint McKay,10,10,34.5,1,274,18,15.22,8.1,1,0,11.28
Andrew Tye,9,9,33.1,0,234,13,18,7.06,0,0,15.31
Michael Beer,9,9,32,0,204,6,34,6.38,0,0,32
Samuel Badree,8,8,32,0,204,9,22.67,6.38,0,1,21.33
Chris Tremain,8,8,32,1,249,6,41.5,7.78,0,0,32
Dwayne Bravo,8,8,32.5,0,256,6,42.67,8.04,0,0,31.83
Shaun Tait,8,8,31,0,247,10,24.7,7.97,0,0,18.6
Ben Laughlin,9,9,30,0,242,12,20.17,8.07,0,0,15
Fawad Ahmed,10,10,30,0,246,6,41,8.2,0,0,30
Cameron Boyce,8,8,29,0,243,11,22.09,8.38,0,0,15.82
Shane Watson,10,10,28.2,0,231,9,25.67,8.15,0,0,18.89
Jason Behrendorff,7,7,28,0,196,10,19.6,7,0,0,16.8
Josh Lalor,8,8,28,0,204,4,51,7.29,0,0,42
Jackson Bird,8,8,27,1,210,3,70,7.78,0,0,54
Nathan Rimmington,7,7,27,0,225,7,32.14,8.33,1,0,23.14
Ben Cutting,8,8,27.4,0,239,4,59.75,8.96,0,0,40
Doug Bollinger,8,8,27.4,0,219,7,31.29,8.21,0,0,22.86
Joel Paris,7,7,25.1,0,209,5,41.8,8.3,0,0,30.2
Ben Hilfenhaus,8,8,25,0,208,10,20.8,8.32,0,0,15
Xavier Doherty,7,7,25,0,221,6,36.83,8.84,0,0,25
Jon Holland,8,8,24,0,224,4,56,9.33,0,0,36
Michael Neser,7,7,24.3,0,192,7,27.43,8.17,0,0,20.14
Johan Botha,8,8,23,0,190,2,95,8.26,0,0,69
Cameron Gannon,6,6,22.1,1,183,4,45.75,8.26,0,0,33.25
Sean Abbott,8,8,22.3,0,215,11,19.55,10,0,0,11.73
James Hopes,6,6,22.3,0,179,2,89.5,8.33,0,0,64.5
Jacques Kallis,8,7,21,0,144,5,28.8,6.86,0,0,25.2
Daniel Christian,8,7,20,0,163,2,81.5,8.15,0,0,60
John Hastings,5,5,20,0,170,8,21.25,8.5,1,0,15
Sam Rainbird,6,6,20,0,157,6,26.17,7.85,0,0,20
Gurinder Sandhu,6,6,19,1,200,1,200,10.53,0,0,114
Chris Green,8,8,19,0,144,8,18,7.58,0,0,14.25
Kane Richardson,5,5,18.3,0,141,5,28.2,8.06,0,0,21
Clive Rose,6,6,17,0,113,2,56.5,6.65,0,0,51
Nathan Lyon,4,4,16.5,0,111,7,15.86,7.01,0,1,13.57
Daniel Worrall,4,4,16.3,0,126,7,18,8.13,0,0,13.29
Scott Boland,4,4,15,0,125,6,20.83,8.33,0,0,15
Marcus Stoinis,10,7,15,0,98,9,10.89,6.53,0,0,10
Mark Steketee,4,4,14,0,157,3,52.33,11.21,0,0,28
Ben Dwarshuis,4,4,14.3,0,113,5,22.6,8.37,0,0,16.2
Travis Head,9,8,13,0,118,6,19.67,9.08,0,0,13
James Faulkner,5,5,13,0,120,1,120,9.23,0,0,78
Evan Gulbis,5,5,13,0,103,1,103,7.92,0,0,78
Andrew Fekete,5,5,13,0,152,4,38,11.69,0,0,19.5
Darren Sammy,7,6,13,0,123,1,123,9.46,0,0,78
Glenn Maxwell,5,3,11,0,88,4,22,8,0,0,16.5
Billy Stanlake,3,3,10,0,76,2,38,7.6,0,0,30
Jake Reed,3,3,10,0,96,6,16,9.6,0,0,10
Ashton Agar,8,4,9,0,69,3,23,7.67,0,0,18
Steve O'Keefe,3,2,8,0,41,3,13.67,5.13,0,0,16
Jason Floros,6,5,7.1,0,61,1,61,8.51,0,0,43
Mitch Swepson,2,2,7,0,55,4,13.75,7.86,0,0,10.5
Trent Lawford,3,3,7,0,60,1,60,8.57,0,0,42
Greg West,2,2,6,0,62,2,31,10.33,0,0,18
Cameron Stevenson,2,2,5,0,48,1,48,9.6,0,0,30
Simon Milenko,1,1,4,0,25,3,8.33,6.25,0,0,8
Matt Dixon,1,1,4,0,32,3,10.67,8,0,0,8
Gary Putland,1,1,4,0,37,0,0,9.25,0,0,0
Nathan McAndrew,2,2,4,0,35,0,0,8.75,0,0,0
Moises Henriques,3,1,4,0,27,1,27,6.75,0,0,24
Luke Feldman,1,1,4,0,53,1,53,13.25,0,0,24
Guy Walker,1,1,3,0,47,0,0,15.67,0,0,0
Nathan Coulter-Nile,1,1,3,0,18,1,18,6,0,0,18
Tom Cooper,8,2,3,0,15,1,15,5,0,0,18
Joe Mennie,1,1,3,0,38,1,38,12.67,0,0,18
Craig Simmons,4,2,2,0,8,1,8,4,0,0,12
Andrew McDonald,1,1,2,0,21,1,21,10.5,0,0,12
Ben Dunk,8,2,2,0,21,0,0,10.5,0,0,0
Ashton Turner,7,2,2,0,7,1,7,3.5,0,0,12
Mitchell Marsh,1,1,2,0,16,0,0,8,0,0,0
Hamish Kingston,1,1,2,0,23,1,23,11.5,0,0,12
Chris Gayle,8,2,2,0,20,0,0,10,0,0,0
Nathan Hauritz,1,1,2,0,29,0,0,14.5,0,0,0
Jhye Richardson,1,1,2,0,22,0,0,11,0,0,0
William Somerville,1,1,2,0,15,0,0,7.5,0,0,0
Aaron Finch,5,2,2.4,0,13,0,0,7.8,0,0,0
David Hussey,10,1,1,0,9,1,9,9,0,0,6
Jason Behrendorff,10,10,40,0,251,15,16.73,6.28,1,0,16
Brett Lee,10,10,39,0,279,13,21.46,7.15,0,0,18
Andrew Tye,10,10,38.3,0,257,14,18.36,6.85,1,0,16.07
Yasir Arafat,10,10,38.3,0,292,15,19.47,7.79,1,0,15
Sean Abbott,10,10,35,0,274,9,30.44,7.83,0,0,23.33
Doug Bollinger,10,10,34,0,294,9,32.67,8.65,0,0,22.67
Michael Beer,9,9,32,0,195,7,27.86,6.09,0,0,27.43
John Hastings,9,9,32.3,0,246,16,15.38,7.81,0,0,11.81
Jackson Bird,9,9,31,1,217,8,27.13,7,0,0,23.25
Adam Zampa,9,8,31,0,201,9,22.33,6.48,0,0,20.67
Kane Richardson,9,9,29,1,249,10,24.9,8.59,0,0,17.4
Ben Laughlin,9,8,29.4,0,247,13,19,8.62,0,0,13.23
Cameron Boyce,8,7,27,0,221,10,22.1,8.19,0,0,16.2
James Hopes,8,8,27,1,184,5,36.8,6.81,0,0,32.4
Fawad Ahmed,7,7,27,1,162,5,32.4,6,0,0,32.4
Johan Botha,9,8,27,0,183,7,26.14,6.78,0,0,23.14
Scott Boland,7,7,25,0,190,7,27.14,7.6,0,0,21.43
Ben Hilfenhaus,7,7,25.3,0,211,9,23.44,8.61,1,0,16.33
Moises Henriques,9,8,24,0,153,5,30.6,6.38,0,0,28.8
Ashton Agar,8,8,24,0,194,8,24.25,8.08,0,0,18
Brad Hogg,6,6,24,0,128,7,18.29,5.33,0,0,20.57
Jacques Kallis,8,7,23,0,161,5,32.2,7,0,0,27.6
Ryan Duffield,6,6,21,1,197,5,39.4,9.38,0,0,25.2
Gurinder Sandhu,6,6,20,0,139,8,17.38,6.95,0,0,15
Peter Siddle,6,6,20,0,141,2,70.5,7.05,0,0,60
Steve O'Keefe,6,6,20.3,0,126,3,42,6.46,0,0,39
Daniel Vettori,5,5,19,0,161,1,161,8.47,0,0,114
Shaun Tait,6,5,19,0,132,8,16.5,6.95,0,0,14.25
Xavier Doherty,6,5,19,0,144,4,36,7.58,0,0,28.5
James Pattinson,5,5,19,2,133,7,19,7,0,0,16.29
Patrick Cummins,5,5,19.4,0,140,4,35,7.5,0,0,28
Nathan Hauritz,8,8,19.3,0,167,6,27.83,9.03,0,0,18.5
Nathan Rimmington,7,7,19.3,0,157,5,31.4,8.49,0,0,22.2
Daniel Christian,7,7,18,0,144,6,24,8,0,0,18
James Faulkner,6,6,17.4,0,140,8,17.5,8.4,0,0,12.5
Shakib Al Hasan,4,4,16,0,97,7,13.86,6.06,1,0,13.71
Jake Reed,5,5,16,0,114,8,14.25,7.13,1,0,12
Ben Cutting,7,7,16,0,135,2,67.5,8.44,0,0,48
Nathan Lyon,4,4,15,0,107,8,13.38,7.13,0,0,11.25
Tim Bresnan,4,4,14,0,119,4,29.75,8.5,0,0,21
Joe Mennie,4,4,14,1,117,5,23.4,8.36,0,0,16.8
Josh Lalor,5,5,14.4,1,114,7,16.29,8.34,1,0,11.71
Dwayne Bravo,4,4,13,0,107,4,26.75,8.23,0,0,19.5
Matt Dixon,3,3,12,0,100,3,33.33,8.33,0,0,24
Craig Simmons,9,4,12,0,80,2,40,6.67,0,0,36
Andrew Flintoff,7,6,12,0,136,3,45.33,11.33,0,0,24
Andre Russell,4,4,12.5,0,97,4,24.25,8.2,0,0,17.75
Evan Gulbis,5,5,11.1,0,86,2,43,7.7,0,0,33.5
Clint McKay,3,3,11,1,86,3,28.67,7.82,0,0,22
Darren Sammy,4,4,11,0,97,2,48.5,8.82,0,0,33
Mark Steketee,4,4,11.5,0,81,3,27,7.48,0,0,21.67
Cameron Gannon,3,3,11.3,0,116,4,29,11.05,0,0,15.75
Ben Dwarshuis,3,3,10,0,95,4,23.75,9.5,0,0,15
Glenn Maxwell,6,5,10,0,79,2,39.5,7.9,0,0,30
Shoaib Malik,3,3,10,0,67,3,22.33,6.7,0,0,20
Dirk Nannes,4,4,10,0,93,4,23.25,9.3,0,0,15
Chris Tremain,3,3,9,0,93,3,31,10.33,0,0,18
Nicholas Winter,3,3,8.2,0,58,5,11.6,6.96,0,0,10
Nathan Coulter-Nile,2,2,8,0,63,3,21,7.88,0,0,16
Luke Doran,4,4,8,0,69,3,23,8.63,0,0,16
Ahilen Beadle,3,2,8,0,61,1,61,7.63,0,0,48
Mitchell Starc,2,2,8,0,57,3,19,7.13,0,0,16
Andrew Fekete,2,2,7,0,63,1,63,9,0,0,42
Ashton Turner,10,5,7,0,40,4,10,5.71,0,0,10.5
Jason Floros,3,2,6,0,53,2,26.5,8.83,0,0,18
Matthew Short,2,2,5,0,34,1,34,6.8,0,0,30
Ben Stokes,4,4,5,0,61,3,20.33,12.2,0,0,10
Aaron Finch,6,4,5,0,30,0,0,6,0,0,0
Stephen Parry,2,2,4,0,33,2,16.5,8.25,0,0,12
James Muirhead,1,1,4,0,38,1,38,9.5,0,0,24
Gary Putland,1,1,4,1,16,1,16,4,0,0,24
Chris Green,1,1,4,0,14,0,0,3.5,0,0,0
Kieron Pollard,4,3,4,0,45,0,0,11.25,0,0,0
Daniel Worrall,1,1,4,0,60,0,0,15,0,0,0
Trent Lawford,2,2,4,0,30,0,0,7.5,0,0,0
Andrew McDonald,5,3,4,0,36,3,12,9,0,0,8
Timm van der Gugten,1,1,3,0,32,0,0,10.67,0,0,0
Kevin Pietersen,8,2,2,0,20,0,0,10,0,0,0
Travis Head,9,1,2,0,15,0,0,7.5,0,0,0
Adam Voges,10,1,2,0,6,0,0,3,0,0,0
Clive Rose,1,1,2,0,36,0,0,18,0,0,0
Alister McDermott,1,1,1,0,12,0,0,12,0,0,0
Ian Moran,1,1,1,0,19,1,19,19,0,0,6
Simon Keen,1,1,1,0,10,0,0,10,0,0,0
Brad Hogg,10,10,36,0,223,9,24.78,6.19,0,0,24
Brett Lee,9,9,36,1,285,10,28.5,7.92,1,0,21.6
Josh Hazlewood,9,9,35,0,276,14,19.71,7.89,0,0,15
Doug Bollinger,10,10,35,1,268,6,44.67,7.66,0,0,35
John Hastings,9,9,33.1,1,204,13,15.69,6.15,0,0,15.31
Jason Behrendorff,9,9,32,0,204,11,18.55,6.38,0,0,17.45
Ben Hilfenhaus,8,8,32,0,252,6,42,7.88,0,0,32
Gurinder Sandhu,8,8,32,0,208,10,20.8,6.5,0,0,19.2
Dirk Nannes,8,8,30.1,0,215,8,26.88,7.13,0,0,22.63
Ben Laughlin,9,9,30,0,240,14,17.14,8,0,0,12.86
Aaron O'Brien,8,8,29,0,251,7,35.86,8.66,0,0,24.86
Muttiah Muralitharan,8,8,29,0,157,8,19.63,5.41,0,0,21.75
Jackson Bird,7,7,28,1,188,13,14.46,6.71,1,0,12.92
Daniel Vettori,7,7,28,0,175,7,25,6.25,0,0,24
Shaun Tait,8,7,27,0,241,11,21.91,8.93,0,0,14.73
Cameron Gannon,8,8,26.2,0,215,18,11.94,8.16,2,0,8.78
Alfonso Thomas,8,8,26,0,218,4,54.5,8.38,0,0,39
Shoaib Malik,9,8,25,0,197,8,24.63,7.88,0,0,18.75
Ben Cutting,8,8,25.5,0,234,7,33.43,9.42,0,0,21.29
Nathan Rimmington,8,8,25.3,1,182,10,18.2,7.43,0,0,14.7
Yasir Arafat,6,6,24,1,177,12,14.75,7.38,1,0,12
James Hopes,7,7,24,0,171,8,21.38,7.13,0,0,18
Steve O'Keefe,8,8,24.3,0,169,3,56.33,7.19,0,0,47
Michael Neser,8,7,24.3,1,199,10,19.9,8.47,0,0,14.1
Moises Henriques,8,8,23.3,0,184,4,46,8.18,0,0,33.75
Lasith Malinga,6,6,22,0,131,5,26.2,5.95,0,0,26.4
Kane Richardson,7,6,20.1,1,150,5,30,7.44,0,0,24.2
Johan Botha,6,5,20,0,131,3,43.67,6.55,0,0,40
Cameron Boyce,6,6,19.5,0,140,10,14,7.43,0,0,11.3
Luke Feldman,5,5,18,0,147,4,36.75,8.17,0,0,27
Nathan Coulter-Nile,5,5,17.4,1,126,8,15.75,7.56,0,0,12.5
Nathan Lyon,4,4,16,0,104,5,20.8,6.5,0,0,19.2
Xavier Doherty,5,5,16,0,134,3,44.67,8.38,0,0,32
Mitchell Marsh,10,6,16,1,156,4,39,9.75,0,0,24
Dimitri Mascarenhas,4,4,16,0,147,5,29.4,9.19,0,0,19.2
James Pattinson,4,4,15.5,0,127,8,15.88,8.56,1,0,11.13
Chris Tremain,4,4,14.2,0,122,3,40.67,8.51,0,0,28.67
Ravi Bopara,5,5,14,0,111,2,55.5,7.93,0,0,42
Mark Steketee,5,5,14.4,0,113,6,18.83,8.27,0,0,13.67
Clint McKay,4,4,14.3,0,132,4,33,9.78,0,0,20.25
Patrick Cummins,4,4,13,0,131,4,32.75,10.08,0,0,19.5
Alister McDermott,4,4,13.3,0,132,4,33,10.56,0,0,18.75
Ajantha Mendis,3,3,12,0,75,3,25,6.25,0,0,24
Matthew Gale,4,4,12,0,103,1,103,8.58,0,0,72
Jon Holland,4,3,12,0,76,4,19,6.33,0,0,18
Josh Lalor,3,3,12,1,98,2,49,8.17,0,0,36
James Faulkner,3,3,12,1,57,4,14.25,4.75,0,0,18
Michael Beer,4,3,12,0,80,3,26.67,6.67,0,0,24
Andrew Tye,3,3,11,0,79,2,39.5,7.18,0,0,33
Jason Floros,7,4,11,0,81,0,0,7.36,0,0,0
Luke Wright,9,6,11,0,87,3,29,7.91,0,0,22
James Muirhead,4,4,11,0,68,2,34,6.18,0,0,33
Adam Zampa,3,3,10,0,87,2,43.5,8.7,0,0,30
Daniel Christian,6,5,10,0,101,3,33.67,10.1,0,0,20
Marcus North,8,5,10,0,65,2,32.5,6.5,0,0,30
Chris Woakes,2,2,8,0,62,2,31,7.75,0,0,24
Scott Boland,2,2,8,0,71,3,23.67,8.88,0,0,16
Daniel Worrall,2,2,8,0,59,2,29.5,7.38,0,0,24
Glenn Maxwell,6,3,8,0,49,3,16.33,6.13,0,0,16
Dwayne Bravo,2,2,8,0,46,3,15.33,5.75,0,0,16
Ryan Harris,2,2,7.2,0,56,4,14,7.64,0,0,11
Nathan Hauritz,3,3,7,0,70,0,0,10,0,0,0
Clive Rose,2,2,7,0,53,1,53,7.57,0,0,42
Evan Gulbis,6,5,7,0,100,1,100,14.29,0,0,42
William Sheridan,2,2,7.3,0,77,2,38.5,11.85,0,0,19.5
Tillakaratne Dilshan,4,2,6.1,0,57,0,0,9.24,0,0,0
Carl Sandri,2,2,6,0,53,2,26.5,8.83,0,0,18
David Hussey,9,3,6,0,29,3,9.67,4.83,0,0,12
Shakib Al Hasan,2,2,5,0,31,2,15.5,6.2,0,0,15
Marcus Stoinis,6,3,5,0,42,2,21,8.4,0,0,15
Andrew Fekete,2,2,5,0,48,2,24,9.6,0,0,15
Ashton Turner,8,3,4,0,38,1,38,9.5,0,0,24
Ben Oakley,2,1,4,0,50,0,0,12.5,0,0,0
Aaron Finch,6,3,4,0,43,1,43,10.75,0,0,24
Adam Voges,8,2,4,0,27,2,13.5,6.75,0,0,12
Scott Coyte,1,1,4,0,45,0,0,11.25,0,0,0
Mitchell Starc,1,1,4,0,37,2,18.5,9.25,0,0,12
Peter Siddle,1,1,4,0,35,3,11.67,8.75,0,0,8
Jayde Herrick,1,1,4.3,0,37,0,0,10.57,0,0,0
Mohammad Hafeez,1,1,3,0,22,0,0,7.33,0,0,0
Sean Abbott,2,2,3,0,39,0,0,13,0,0,0
Nathan Reardon,8,2,2,0,29,0,0,14.5,0,0,0
Blake Dean,1,1,2,0,29,1,29,14.5,0,0,12
Tom Cooper,5,2,2,0,10,1,10,5,0,0,12
Travis Head,2,2,2,0,14,0,0,7,0,0,0
Fawad Ahmed,1,1,2,0,28,0,0,14,0,0,0
Trent Copeland,1,1,2,0,16,0,0,8,0,0,0
Chris Tremlett,1,1,1,0,9,0,0,9,0,0,0
Gary Putland,1,1,1,0,13,0,0,13,0,0,0
Chris Sabburg,3,1,1,0,5,0,0,5,0,0,0
Joe Mennie,1,1,1,0,13,0,0,13,0,0,0
Jonathan Wells,9,1,1,0,5,0,0,5,0,0,0
Mark Cosgrove,3,1,1,0,10,1,10,10,0,0,6
Michael Beer,10,9,36,0,213,10,21.3,5.92,0,0,21.6
Nathan Coulter-Nile,10,10,35.3,0,276,10,27.6,8,0,0,20.7
Brad Hogg,10,9,33,0,223,11,20.27,6.76,1,0,18
Dirk Nannes,8,8,32,1,208,11,18.91,6.5,1,0,17.45
James Faulkner,9,9,32,1,235,11,21.36,7.34,0,0,17.45
Muttiah Muralitharan,8,8,32,0,191,11,17.36,5.97,0,0,17.45
Brett Lee,8,8,32,0,213,4,53.25,6.66,0,0,48
Johan Botha,8,8,31,0,214,5,42.8,6.9,0,0,37.2
Doug Bollinger,8,8,30,2,242,6,40.33,8.07,0,0,30
Ben Laughlin,8,8,30,0,215,14,15.36,7.17,1,0,12.86
Kane Richardson,8,8,30.4,0,215,10,21.5,7.25,0,0,17.8
Ben Cutting,9,9,29,1,182,13,14,6.28,0,0,13.38
Clint McKay,8,8,29,0,224,6,37.33,7.72,0,0,29
Alfonso Thomas,8,8,29.4,0,179,12,14.92,6.24,1,0,14.33
Kemar Roach,8,8,28.1,0,194,5,38.8,6.89,0,0,33.8
Daniel Christian,10,10,28,0,260,10,26,9.29,0,1,16.8
Nathan Rimmington,9,9,28,0,210,8,26.25,7.5,0,0,21
Darren Pattinson,9,9,28,0,215,9,23.89,7.68,0,0,18.67
Lasith Malinga,7,7,28,2,139,13,10.69,4.96,0,1,12.92
Aaron O'Brien,9,9,28,0,172,9,19.11,6.14,0,0,18.67
Luke Feldman,8,8,26.2,0,172,10,17.2,6.53,0,0,15.8
William Sheridan,9,9,26.3,0,193,9,21.44,7.57,0,0,17
Xavier Doherty,7,7,24,2,147,9,16.33,6.13,0,0,16
James Hopes,8,8,24,0,150,8,18.75,6.25,0,0,18
Jason Behrendorff,6,6,23,0,205,9,22.78,8.91,0,0,15.33
Alister McDermott,6,6,22,0,172,10,17.2,7.82,0,0,13.2
